C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\center_2025_12_06_11_10_54_728.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\left_2025_12_06_11_10_54_728.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\right_2025_12_06_11_10_54_728.jpg,0,1,0,11.1507
C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\center_2025_12_06_11_10_54_795.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\left_2025_12_06_11_10_54_795.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\right_2025_12_06_11_10_54_795.jpg,0,1,0,11.64722
C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\center_2025_12_06_11_10_54_862.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\left_2025_12_06_11_10_54_862.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\right_2025_12_06_11_10_54_862.jpg,-0.1,1,0,12.49964
C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\center_2025_12_06_11_10_54_931.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\left_2025_12_06_11_10_54_931.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\right_2025_12_06_11_10_54_931.jpg,-0.3,1,0,13.2009
C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\center_2025_12_06_11_10_55_001.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\left_2025_12_06_11_10_55_001.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\right_2025_12_06_11_10_55_001.jpg,-0.45,1,0,13.83545
C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\center_2025_12_06_11_10_55_070.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\left_2025_12_06_11_10_55_070.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\right_2025_12_06_11_10_55_070.jpg,0,1,0,14.65802
C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\center_2025_12_06_11_10_55_143.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\left_2025_12_06_11_10_55_143.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\right_2025_12_06_11_10_55_143.jpg,0,1,0,15.52084
C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\center_2025_12_06_11_10_55_212.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\left_2025_12_06_11_10_55_212.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\right_2025_12_06_11_10_55_212.jpg,0,1,0,16.22372
C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\center_2025_12_06_11_10_55_279.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\left_2025_12_06_11_10_55_279.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\right_2025_12_06_11_10_55_279.jpg,-0.15,1,0,16.79669
C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\center_2025_12_06_11_10_55_347.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\left_2025_12_06_11_10_55_347.jpg,C:\Users\Muyoa\OneDrive\Documents\cvi_project\IMG\right_2025_12_06_11_10_55_347.jpg,-0.35,1,0,17.59559
